Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.04       1/1           camlStdlib__random__copy_1781 [36]
                0.00    0.00       1/4           camlStdlib__random__full_init_1058 [447]
                0.00    0.00       1/1           camlStdlib__random__init_1959 [533]
-----------------------------------------------
                0.00    0.04       1/1           camlStdlib__random__copy_1781 [36]
[38]     1.0    0.00    0.04       1         camlStdlib__array__blit_1051 [38]
                0.04    0.00       1/1           caml_array_blit [39]
-----------------------------------------------
                0.04    0.00       1/1           camlStdlib__array__blit_1051 [38]
[39]     1.0    0.04    0.00       1         caml_array_blit [39]
-----------------------------------------------
                                                 <spontaneous>
[40]     1.0    0.04    0.00                 caml_c_call [40]
-----------------------------------------------
                0.00    0.04   15124/15124       caml_gc_dispatch [35]
[41]     1.0    0.00    0.04   15124         caml_empty_minor_heap [41]
                0.02    0.00   15124/15124       caml_oldify_local_roots [45]
                0.02    0.00 10913627/11539123     caml_oldify_one [47]
                0.00    0.00   15124/15124       caml_oldify_mopup [68]
                0.00    0.00   30248/173354      caml_gc_message [344]
                0.00    0.00   15124/15124       caml_final_update_minor_roots [348]
                0.00    0.00   15124/15124       caml_final_empty_young [347]
                0.00    0.00      11/11          caml_adjust_gc_speed [428]
                0.00    0.00       1/16          caml_stat_free [420]
                0.00    0.00       1/1           caml_finalize_channel [554]
-----------------------------------------------
                0.00    0.03    1952/1952        mark_slice [29]
[42]     0.9    0.00    0.03    1952         caml_darken_all_roots_slice [42]
                0.03    0.00 1852459/2505985     caml_darken [31]
                0.00    0.00       1/1           realloc_gray_vals [589]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.8    0.03    0.00                 camlBase__Sys0__code_end [43]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.7    0.03    0.00                 camlFlattenInstrForPrint__code_end [44]
-----------------------------------------------
                0.02    0.00   15124/15124       caml_empty_minor_heap [41]
[45]     0.5    0.02    0.00   15124         caml_oldify_local_roots [45]
                0.00    0.00   15124/15124       caml_scan_global_young_roots [81]
                0.00    0.00   29196/11539123     caml_oldify_one [47]
                0.00    0.00   15124/15124       caml_final_oldify_young_roots [111]
-----------------------------------------------
                0.00    0.00      53/7910408     caml_make_vect [22]
                0.00    0.00      53/7910408     caml_obj_tag [129]
                0.00    0.00     183/7910408     generic_final_register [119]
                0.00    0.00   12213/7910408     clean_slice [94]
                0.01    0.00 2347693/7910408     caml_darken [31]
                0.01    0.00 5550213/7910408     mark_slice [29]
[46]     0.5    0.02    0.00 7910408         caml_page_table_lookup [46]
-----------------------------------------------
                                  22             caml_oldify_one [47]
                0.00    0.00     366/11539123     caml_final_oldify_young_roots [111]
                0.00    0.00   29196/11539123     caml_oldify_local_roots [45]
                0.00    0.00   30248/11539123     caml_thread_scan_roots [92]
                0.00    0.00  120992/11539123     caml_scan_global_young_roots [81]
                0.00    0.00  444694/11539123     caml_oldify_mopup [68]
                0.02    0.00 10913627/11539123     caml_empty_minor_heap [41]
[47]     0.5    0.02    0.00 11539123+22      caml_oldify_one [47]
                0.00    0.00  769311/769522      caml_alloc_shr [341]
                                  22             caml_oldify_one [47]
-----------------------------------------------
                0.00    0.00       1/174         camlCore_kernel__entry [50]
                0.00    0.00       1/174         camlParsexp__Parser_automaton__entry [23]
                0.00    0.00       1/174         camlBin_shape_lib__Bin_shape__entry [84]
                0.00    0.00       1/174         caml_install_signal_handler [88]
                0.00    0.00       1/174         caml_alloc_array [87]
                0.00    0.00       2/174         camlGetDeclarations__entry [72]
                0.00    0.00       2/174         camlLinearise__entry [73]
                0.00    0.00       2/174         camlExecuteCode__entry [70]
                0.00    0.00       2/174         camlFlattenInstrForPrint__entry [71]
                0.00    0.00       2/174         camlListImp__entry [74]
                0.00    0.00       2/174         camlCore_kernel__Info__entry [75]
                0.00    0.00       2/174         camlCore_kernel__Quickcheck__fixed_point_409348 [78]
                0.00    0.00       2/174         camlCore_kernel__Stable_internal__entry [76]
                0.00    0.00       2/174         camlBase__Sexp__entry [77]
                0.00    0.00       4/174         camlInferVariableTypes__entry [69]
                0.00    0.00       8/174         camlUnifyTypes__entry [67]
                0.00    0.00      10/174         camlTypeChecker__entry [66]
                0.00    0.00      16/174         camlUnify__entry [65]
                0.00    0.00      19/174         caml_make_vect [22]
                0.00    0.00      21/174         camlDt__entry [64]
                0.00    0.00      33/174         camlParseTree__entry [63]
                0.00    0.00      40/174         caml_obj_block [59]
[48]     0.5    0.02    0.00     174         caml_alloc [48]
                0.00    0.00       2/769522      caml_alloc_shr [341]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.4    0.02    0.00                 camlLogs__over_202606 [49]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.3    0.00    0.01                 camlCore_kernel__entry [50]
                0.01    0.00     700/7612        caml_initialize [21]
                0.00    0.00       1/174         caml_alloc [48]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       1/4           caml_check_urgent_gc [448]
-----------------------------------------------
                0.00    0.00       1/9704466     camlBase__Char__entry [332]
                0.00    0.00       2/9704466     camlCore__Syscall_result__Make_4031 [326]
                0.00    0.00      19/9704466     camlCore_kernel__Quickcheck__weighted_choice_408930 [130]
                0.01    0.00 9704444/9704466     camlExecuteCode__getStructureH_2991 [8]
[51]     0.3    0.01    0.00 9704466         camlStdlib__array__init_1022 [51]
                0.00    0.00     381/323612078     caml_modify [12]
                0.00    0.00      22/40870869     caml_make_vect [22]
-----------------------------------------------
                0.01    0.00    8664/8664        caml_major_collection_slice [26]
[52]     0.3    0.01    0.00    8664         sweep_slice [52]
                0.00    0.00  726776/726777      caml_fl_merge_block [343]
                0.00    0.00    8664/173354      caml_gc_message [344]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.3    0.01    0.00                 camlExecuteCode__fun_1508693 [53]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.3    0.01    0.00                 camlExecuteCode__fun_1508699 [54]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.3    0.01    0.00                 caml_alloc_custom_table [55]
-----------------------------------------------
                0.00    0.00       1/5422        camlMain__runfiletest_101728 [4]
                0.00    0.00       1/5422        camlStdlib__format__format_pp_token_101844 [107]
                0.00    0.00       1/5422        camlStdlib__format__pp_flush_queue_802011 [102]
                0.00    0.00       2/5422        camlSexplib__Pre_sexp__parse_inner_1005426 [99]
                0.00    0.00       2/5422        camlSexplib__Pre_sexp__loop_304376 [98]
                0.00    0.00       2/5422        camlSexplib__Pre_sexp__strict_loop_304386 [100]
                0.00    0.00      55/5422        camlBase__List__fun_1007098 [93]
                0.00    0.00    5358/5422        camlSexplib__Pre_sexp__unsafe_feed_loop_104102 [58]
[56]     0.1    0.01    0.00    5422         caml_apply3 [56]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.1    0.01    0.00                 camlListImp__fun_3197 [57]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.1    0.00    0.00                 camlSexplib__Pre_sexp__unsafe_feed_loop_104102 [58]
                0.00    0.00    5358/5422        caml_apply3 [56]
-----------------------------------------------
                0.00    0.00       1/42          camlStdlib__printexc__entry [91]
                0.00    0.00       1/42          camlCamlinternalOO__entry [90]
                0.00    0.00      40/42          camlCamlinternalMod__init_mod_1069 [61]
[59]     0.1    0.00    0.00      42         caml_obj_block [59]
                0.00    0.00      40/174         caml_alloc [48]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.1    0.00    0.00                 camlTyperep_lib__Std_internal__entry [60]
                0.00    0.00       1/1           camlStdlib__array__map_1066 [62]
                0.00    0.00       1/51          camlCamlinternalMod__init_mod_1069 [61]
                0.00    0.00       1/1           camlCamlinternalMod__update_mod_1122 [110]
-----------------------------------------------
                0.00    0.00       1/51          camlTyperep_lib__Std_internal__entry [60]
                0.00    0.00      50/51          camlStdlib__array__map_1066 [62]
[61]     0.1    0.00    0.00      51         camlCamlinternalMod__init_mod_1069 [61]
                0.00    0.00      40/42          caml_obj_block [59]
                0.00    0.00      40/80          camlCamlinternalMod__overwrite_1065 [120]
-----------------------------------------------
                                  10             camlStdlib__array__map_1066 [62]
                0.00    0.00       1/1           camlTyperep_lib__Std_internal__entry [60]
[62]     0.1    0.00    0.00       1+10      camlStdlib__array__map_1066 [62]
                0.00    0.00      50/51          camlCamlinternalMod__init_mod_1069 [61]
                0.00    0.00      43/323612078     caml_modify [12]
                0.00    0.00       7/40870869     caml_make_vect [22]
                0.00    0.00      50/50          camlCamlinternalMod__fun_1641 [405]
                                  10             camlStdlib__array__map_1066 [62]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[63]     0.1    0.00    0.00       1         camlParseTree__entry [63]
                0.00    0.00      33/174         caml_alloc [48]
                0.00    0.00      33/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00      33/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[64]     0.1    0.00    0.00       1         camlDt__entry [64]
                0.00    0.00      21/174         caml_alloc [48]
                0.00    0.00      21/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00      21/111         caml_alloc_dummy [392]
                0.00    0.00       3/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[65]     0.0    0.00    0.00       1         camlUnify__entry [65]
                0.00    0.00      16/174         caml_alloc [48]
                0.00    0.00      16/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00      16/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[66]     0.0    0.00    0.00       1         camlTypeChecker__entry [66]
                0.00    0.00      10/174         caml_alloc [48]
                0.00    0.00      10/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00      10/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[67]     0.0    0.00    0.00       1         camlUnifyTypes__entry [67]
                0.00    0.00       8/174         caml_alloc [48]
                0.00    0.00       8/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       8/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00   15124/15124       caml_empty_minor_heap [41]
[68]     0.0    0.00    0.00   15124         caml_oldify_mopup [68]
                0.00    0.00  444694/11539123     caml_oldify_one [47]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[69]     0.0    0.00    0.00       1         camlInferVariableTypes__entry [69]
                0.00    0.00       4/174         caml_alloc [48]
                0.00    0.00       4/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       4/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[70]     0.0    0.00    0.00       1         camlExecuteCode__entry [70]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
                0.00    0.00       2/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[71]     0.0    0.00    0.00       1         camlFlattenInstrForPrint__entry [71]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[72]     0.0    0.00    0.00       1         camlGetDeclarations__entry [72]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[73]     0.0    0.00    0.00       1         camlLinearise__entry [73]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[74]     0.0    0.00    0.00       1         camlListImp__entry [74]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.0    0.00    0.00                 camlCore_kernel__Info__entry [75]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.0    0.00    0.00                 camlCore_kernel__Stable_internal__entry [76]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/323612078     caml_modify [12]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.0    0.00    0.00                 camlBase__Sexp__entry [77]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.00    0.00                 camlCore_kernel__Quickcheck__fixed_point_409348 [78]
                0.00    0.00       2/174         caml_alloc [48]
                0.00    0.00       2/111         caml_update_dummy [114]
                0.00    0.00       2/111         caml_alloc_dummy [392]
-----------------------------------------------
                0.00    0.00      60/60          start_cycle [80]
[79]     0.0    0.00    0.00      60         caml_do_roots [79]
                0.00    0.00      60/60          caml_final_do_roots [82]
                0.00    0.00      60/60          caml_scan_global_roots [95]
                0.00    0.00      60/60          caml_do_local_roots [96]
-----------------------------------------------
                0.00    0.00      60/60          caml_major_collection_slice [26]
[80]     0.0    0.00    0.00      60         start_cycle [80]
                0.00    0.00      60/60          caml_do_roots [79]
                0.00    0.00      60/173354      caml_gc_message [344]
                0.00    0.00      60/60          caml_darken_all_roots_start [397]
-----------------------------------------------
                0.00    0.00   15124/15124       caml_oldify_local_roots [45]
[81]     0.0    0.00    0.00   15124         caml_scan_global_young_roots [81]
                0.00    0.00  120992/11539123     caml_oldify_one [47]
-----------------------------------------------
                0.00    0.00      60/60          caml_do_roots [79]
[82]     0.0    0.00    0.00      60         caml_final_do_roots [82]
                0.00    0.00   10938/2505985     caml_darken [31]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[83]     0.0    0.00    0.00       1         camlStdlib__sys__entry [83]
                0.00    0.00       1/1           caml_sys_get_argv [85]
                0.00    0.00       1/1           caml_sys_get_config [195]
                0.00    0.00       1/233         caml_fresh_oo_id [381]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.0    0.00    0.00                 camlBin_shape_lib__Bin_shape__entry [84]
                0.00    0.00       1/174         caml_alloc [48]
                0.00    0.00       1/111         caml_update_dummy [114]
                0.00    0.00       1/111         caml_alloc_dummy [392]
                0.00    0.00       1/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__sys__entry [83]
[85]     0.0    0.00    0.00       1         caml_sys_get_argv [85]
                0.00    0.00       1/1           caml_alloc_array [87]
                0.00    0.00       1/33592605     caml_alloc_small [24]
                0.00    0.00       1/4           caml_copy_string [449]
-----------------------------------------------
                0.00    0.00       1/1           camlThread__entry [89]
[86]     0.0    0.00    0.00       1         camlStdlib__sys__set_signal_1679 [86]
                0.00    0.00       1/1           caml_install_signal_handler [88]
-----------------------------------------------
                0.00    0.00       1/1           caml_sys_get_argv [85]
[87]     0.0    0.00    0.00       1         caml_alloc_array [87]
                0.00    0.00       1/174         caml_alloc [48]
                0.00    0.00       1/323612078     caml_modify [12]
                0.00    0.00       1/4           caml_copy_string [449]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__sys__set_signal_1679 [86]
[88]     0.0    0.00    0.00       1         caml_install_signal_handler [88]
                0.00    0.00       1/174         caml_alloc [48]
                0.00    0.00       1/323612078     caml_modify [12]
                0.00    0.00       1/1           caml_set_signal_action [576]
                0.00    0.00       1/8           caml_insert_global_root [437]
                0.00    0.00       1/8           caml_register_global_root [438]
-----------------------------------------------
                                                 <spontaneous>
[89]     0.0    0.00    0.00                 camlThread__entry [89]
                0.00    0.00       1/1           camlStdlib__sys__set_signal_1679 [86]
                0.00    0.00       1/6           caml_register_named_value [440]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[90]     0.0    0.00    0.00       1         camlCamlinternalOO__entry [90]
                0.00    0.00       1/42          caml_obj_block [59]
                0.00    0.00       3/9           camlStdlib__map__fun_603526 [433]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[91]     0.0    0.00    0.00       1         camlStdlib__printexc__entry [91]
                0.00    0.00       1/42          caml_obj_block [59]
                0.00    0.00       1/6           caml_register_named_value [440]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.0    0.00    0.00                 caml_thread_scan_roots [92]
                0.00    0.00   30248/11539123     caml_oldify_one [47]
                0.00    0.00     120/2505985     caml_darken [31]
-----------------------------------------------
                                                 <spontaneous>
[93]     0.0    0.00    0.00                 camlBase__List__fun_1007098 [93]
                0.00    0.00      55/5422        caml_apply3 [56]
-----------------------------------------------
                0.00    0.00      59/59          caml_major_collection_slice [26]
[94]     0.0    0.00    0.00      59         clean_slice [94]
                0.00    0.00   12213/7910408     caml_page_table_lookup [46]
                0.00    0.00      59/173354      caml_gc_message [344]
-----------------------------------------------
                0.00    0.00      60/60          caml_do_roots [79]
[95]     0.0    0.00    0.00      60         caml_scan_global_roots [95]
                0.00    0.00     480/2505985     caml_darken [31]
-----------------------------------------------
                0.00    0.00      60/60          caml_do_roots [79]
[96]     0.0    0.00    0.00      60         caml_do_local_roots [96]
                0.00    0.00     270/2505985     caml_darken [31]
-----------------------------------------------
                                                 <spontaneous>
[97]     0.0    0.00    0.00                 camlBase__Array__of_list_rev_3325 [97]
                0.00    0.00    2047/323612078     caml_modify [12]
                0.00    0.00       1/4           camlStdlib__list__length_aux_1002 [446]
-----------------------------------------------
                                                 <spontaneous>
[98]     0.0    0.00    0.00                 camlSexplib__Pre_sexp__loop_304376 [98]
                0.00    0.00       2/5422        caml_apply3 [56]
                0.00    0.00       1/2           camlStdlib__input_201256 [472]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.0    0.00    0.00                 camlSexplib__Pre_sexp__parse_inner_1005426 [99]
                0.00    0.00       2/5422        caml_apply3 [56]
-----------------------------------------------
                                                 <spontaneous>
[100]    0.0    0.00    0.00                 camlSexplib__Pre_sexp__strict_loop_304386 [100]
                0.00    0.00       2/5422        caml_apply3 [56]
                0.00    0.00       1/2           camlStdlib__input_201256 [472]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.0    0.00    0.00                 camlSexplib0__Sexp_conv__loop_3993 [101]
                0.00    0.00     207/207         camlStdlib__map__add_201104 [108]
                0.00    0.00     183/183         caml_final_register [118]
                0.00    0.00     207/323612078     caml_modify [12]
                0.00    0.00     207/207         camlStdlib__ephemeron__create_1502374 [382]
                0.00    0.00     207/207         caml_ephe_set_data [385]
                0.00    0.00     207/207         camlStdlib__ephemeron__set_key_1502381 [383]
                0.00    0.00     206/1671        camlStdlib__map__bal_1081 [353]
                0.00    0.00       3/372         camlStdlib__map__create_1071 [374]
-----------------------------------------------
                0.00    0.00       1/3           camlStdlib__format__pp_print_newline_802052 [116]
                0.00    0.00       2/3           camlStdlib__format__pp_print_flush_802053 [104]
[102]    0.0    0.00    0.00       3         camlStdlib__format__pp_flush_queue_802011 [102]
                0.00    0.00       1/5422        caml_apply3 [56]
                0.00    0.00       3/4           camlStdlib__format__advance_left_601878 [105]
                0.00    0.00       3/8           camlStdlib__list__iter_1151 [436]
                0.00    0.00       3/3           camlStdlib__format__clear_tag_stack_801954 [454]
                0.00    0.00       1/2           camlStdlib__output_substring_201224 [473]
                0.00    0.00       1/2           camlStdlib__format__fun_903020 [469]
                0.00    0.00       1/1           camlStdlib__format__fun_902997 [505]
-----------------------------------------------
                0.00    0.00       1/1           camlMain__runfiletest_101728 [4]
[103]    0.0    0.00    0.00       1         camlStdlib__format__fun_903479 [103]
                0.00    0.00       1/1           camlStdlib__format__output_acc_802354 <cycle 1> [123]
                0.00    0.00       1/1           camlStdlib__format__pp_print_newline_802052 [116]
                0.00    0.00       1/2           camlStdlib__format__fun_903023 [470]
                0.00    0.00       1/2           camlStdlib__format__output_formatting_lit_802348 [471]
-----------------------------------------------
                0.00    0.00       1/2           camlStdlib__fun_302295 [115]
                0.00    0.00       1/2           camlStdlib__format__compute_tag_802342 <cycle 1> [113]
[104]    0.0    0.00    0.00       2         camlStdlib__format__pp_print_flush_802053 [104]
                0.00    0.00       2/3           camlStdlib__format__pp_flush_queue_802011 [102]
                0.00    0.00       2/3           camlStdlib__format__pp_rinit_801952 [142]
                0.00    0.00       2/4           camlStdlib__format__scan_push_701904 [151]
                0.00    0.00       2/4           camlStdlib__format__pp_open_box_gen_701908 [445]
-----------------------------------------------
                0.00    0.00       1/4           camlStdlib__format__output_acc_802354 <cycle 1> [123]
                0.00    0.00       3/4           camlStdlib__format__pp_flush_queue_802011 [102]
[105]    0.0    0.00    0.00       4         camlStdlib__format__advance_left_601878 [105]
                0.00    0.00       4/4           camlStdlib__format__advance_loop_601872 [106]
-----------------------------------------------
                0.00    0.00       4/4           camlStdlib__format__advance_left_601878 [105]
[106]    0.0    0.00    0.00       4         camlStdlib__format__advance_loop_601872 [106]
                0.00    0.00       6/6           camlStdlib__format__format_pp_token_101844 [107]
                0.00    0.00       6/6           camlStdlib__format__take_queue_1755 [158]
-----------------------------------------------
                0.00    0.00       6/6           camlStdlib__format__advance_loop_601872 [106]
[107]    0.0    0.00    0.00       6         camlStdlib__format__format_pp_token_101844 [107]
                0.00    0.00       1/5422        caml_apply3 [56]
                0.00    0.00       5/323612078     caml_modify [12]
                0.00    0.00       1/2           camlStdlib__output_substring_201224 [473]
                0.00    0.00       1/2           camlStdlib__format__fun_903020 [469]
                0.00    0.00       1/1           camlStdlib__format__pp_output_string_1767 [509]
-----------------------------------------------
                                1671             camlStdlib__map__add_201104 [108]
                0.00    0.00     207/207         camlSexplib0__Sexp_conv__loop_3993 [101]
[108]    0.0    0.00    0.00     207+1671    camlStdlib__map__add_201104 [108]
                0.00    0.00    1671/81370415     caml_apply2 [34]
                0.00    0.00    1465/1671        camlStdlib__map__bal_1081 [353]
                0.00    0.00     182/372         camlStdlib__map__create_1071 [374]
                                1671             camlStdlib__map__add_201104 [108]
-----------------------------------------------
[109]    0.0    0.00    0.00       1+2       <cycle 1 as a whole> [109]
                0.00    0.00       1             camlStdlib__format__compute_tag_802342 <cycle 1> [113]
                0.00    0.00       2+5           camlStdlib__format__output_acc_802354 <cycle 1> [123]
-----------------------------------------------
                                  50             camlCamlinternalMod__update_mod_1122 [110]
                0.00    0.00       1/1           camlTyperep_lib__Std_internal__entry [60]
[110]    0.0    0.00    0.00       1+50      camlCamlinternalMod__update_mod_1122 [110]
                0.00    0.00      40/40          caml_obj_truncate [117]
                0.00    0.00      40/80          camlCamlinternalMod__overwrite_1065 [120]
                0.00    0.00      51/53          caml_obj_tag [129]
                                  50             camlCamlinternalMod__update_mod_1122 [110]
-----------------------------------------------
                0.00    0.00   15124/15124       caml_oldify_local_roots [45]
[111]    0.0    0.00    0.00   15124         caml_final_oldify_young_roots [111]
                0.00    0.00     366/11539123     caml_oldify_one [47]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[112]    0.0    0.00    0.00       1         camlStd_exit__entry [112]
                0.00    0.00       3/3           camlStdlib__fun_302295 [115]
                0.00    0.00       1/1           camlStdlib__flush_all_1202 [154]
                0.00    0.00       1/1           camlStdlib__iter_1204 [517]
-----------------------------------------------
                                   1             camlStdlib__format__output_acc_802354 <cycle 1> [123]
[113]    0.0    0.00    0.00       1         camlStdlib__format__compute_tag_802342 <cycle 1> [113]
                0.00    0.00       1/2           camlStdlib__format__pp_print_flush_802053 [104]
                0.00    0.00       1/4           camlStdlib__format__make_formatter_802180 [144]
                0.00    0.00       1/81370415     caml_apply2 [34]
                0.00    0.00       1/2           camlStdlib__format__formatter_of_buffer_802188 [467]
                0.00    0.00       1/5           camlStdlib__buffer__create_1007 [442]
                0.00    0.00       1/1           camlStdlib__format__fun_903037 [506]
                                   1             camlStdlib__format__output_acc_802354 <cycle 1> [123]
-----------------------------------------------
                0.00    0.00       1/111         camlBin_shape_lib__Bin_shape__entry [84]
                0.00    0.00       2/111         camlGetDeclarations__entry [72]
                0.00    0.00       2/111         camlLinearise__entry [73]
                0.00    0.00       2/111         camlExecuteCode__entry [70]
                0.00    0.00       2/111         camlFlattenInstrForPrint__entry [71]
                0.00    0.00       2/111         camlListImp__entry [74]
                0.00    0.00       2/111         camlCore_kernel__Info__entry [75]
                0.00    0.00       2/111         camlCore_kernel__Quickcheck__fixed_point_409348 [78]
                0.00    0.00       2/111         camlCore_kernel__Stable_internal__entry [76]
                0.00    0.00       2/111         camlBase__Sexp__entry [77]
                0.00    0.00       4/111         camlInferVariableTypes__entry [69]
                0.00    0.00       8/111         camlUnifyTypes__entry [67]
                0.00    0.00      10/111         camlTypeChecker__entry [66]
                0.00    0.00      16/111         camlUnify__entry [65]
                0.00    0.00      21/111         camlDt__entry [64]
                0.00    0.00      33/111         camlParseTree__entry [63]
[114]    0.0    0.00    0.00     111         caml_update_dummy [114]
                0.00    0.00     402/323612078     caml_modify [12]
-----------------------------------------------
                0.00    0.00       3/3           camlStd_exit__entry [112]
[115]    0.0    0.00    0.00       3         camlStdlib__fun_302295 [115]
                0.00    0.00       1/2           camlStdlib__format__pp_print_flush_802053 [104]
                0.00    0.00       1/2           camlStdlib__format__fun_903023 [470]
                0.00    0.00       1/1           camlStdlib__format__fun_903228 [507]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__format__fun_903479 [103]
[116]    0.0    0.00    0.00       1         camlStdlib__format__pp_print_newline_802052 [116]
                0.00    0.00       1/3           camlStdlib__format__pp_flush_queue_802011 [102]
                0.00    0.00       1/3           camlStdlib__format__pp_rinit_801952 [142]
                0.00    0.00       1/4           camlStdlib__format__scan_push_701904 [151]
                0.00    0.00       1/4           camlStdlib__format__pp_open_box_gen_701908 [445]
-----------------------------------------------
                0.00    0.00      40/40          camlCamlinternalMod__update_mod_1122 [110]
[117]    0.0    0.00    0.00      40         caml_obj_truncate [117]
                0.00    0.00     346/323612078     caml_modify [12]
-----------------------------------------------
                0.00    0.00     183/183         camlSexplib0__Sexp_conv__loop_3993 [101]
[118]    0.0    0.00    0.00     183         caml_final_register [118]
                0.00    0.00     183/183         generic_final_register [119]
-----------------------------------------------
                0.00    0.00     183/183         caml_final_register [118]
[119]    0.0    0.00    0.00     183         generic_final_register [119]
                0.00    0.00     183/7910408     caml_page_table_lookup [46]
                0.00    0.00       3/3           caml_stat_resize [459]
                0.00    0.00       1/396         caml_stat_alloc [373]
-----------------------------------------------
                0.00    0.00      40/80          camlCamlinternalMod__init_mod_1069 [61]
                0.00    0.00      40/80          camlCamlinternalMod__update_mod_1122 [110]
[120]    0.0    0.00    0.00      80         camlCamlinternalMod__overwrite_1065 [120]
                0.00    0.00     214/323612078     caml_modify [12]
-----------------------------------------------
                                                 <spontaneous>
[121]    0.0    0.00    0.00                 camlSexplib0__Sexp_conv__loop_204138 [121]
                0.00    0.00     198/323612078     caml_modify [12]
                0.00    0.00     198/199         camlDt__fun_2011798 [387]
-----------------------------------------------
                                                 <spontaneous>
[122]    0.0    0.00    0.00                 camlBase__Hashtbl__add_worker_3299 [122]
