Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.00       2/4879485     hash_aux <cycle 1> [648]
                0.00    0.00       1/4879485     caml_hash_variant <cycle 1> [661]
                0.00    0.00       2/111         caml_hash_univ_param [660]
-----------------------------------------------
                                                 <spontaneous>
[217]    0.0    0.00    0.00                 camlTyperep_lib__Std_internal__typename_of_t_103771 [217]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/2           camlStdlib__weak__loop_1458 [260]
                0.00    0.00       1/4879485     camlStdlib__ephemeron__get_key_1502742 <cycle 1> [720]
-----------------------------------------------
                                                 <spontaneous>
[218]    0.0    0.00    0.00                 caml_parse_ocamlrunparam [218]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/4879485     caml_hash_mix_double <cycle 1> [604]
-----------------------------------------------
                0.00    0.00       3/3           camlWriteInstrToFile__entry <cycle 2> [121]
[219]    0.0    0.00    0.00       3         camlStdlib__list__assq_opt_1278 [219]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[220]    0.0    0.00    0.00                 Base_internalhash_fold_float [220]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[221]    0.0    0.00    0.00                 camlBig_int__base_power_big_int_101465 [221]
                0.00    0.00       3/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[222]    0.0    0.00    0.00                 camlCore__Core_time_float__entry [222]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[223]    0.0    0.00    0.00                 camlCore_kernel__Array__entry [223]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[224]    0.0    0.00    0.00                 camlCore_kernel__Float__entry [224]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       4/116         camlStdlib__list__entry [659]
                0.00    0.00       2/344613      camlWriteInstrToFile__fun_3314 [601]
-----------------------------------------------
                                                 <spontaneous>
[225]    0.0    0.00    0.00                 camlCore_kernel__Identifiable__fun_278412 [225]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[226]    0.0    0.00    0.00                 camlCore_kernel__Option__gen_5697 [226]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[227]    0.0    0.00    0.00                 camlCore_kernel__Ordering__fun_4120 [227]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[228]    0.0    0.00    0.00                 camlCore_kernel__Sexp__entry [228]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[229]    0.0    0.00    0.00                 camlCore_kernel__Time_ns_alternate_sexp__entry [229]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[230]    0.0    0.00    0.00                 camlCore_kernel__Zone__fun_1618086 [230]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[231]    0.0    0.00    0.00                 camlExpect_test_collector__Check_backtraces____ocaml_lex_check_rec_1049 [231]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[232]    0.0    0.00    0.00                 camlExpect_test_collector__fun_903084 [232]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[233]    0.0    0.00    0.00                 camlParsexp__feed_substring_unsafe_1070 [233]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[234]    0.0    0.00    0.00                 camlParsexp__got_sexp_3216 [234]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[235]    0.0    0.00    0.00                 camlParsexp__got_sexp_3247 [235]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[236]    0.0    0.00    0.00                 camlParsexp__make_value_3440 [236]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[237]    0.0    0.00    0.00                 camlParsexp__make_value_3450 [237]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[238]    0.0    0.00    0.00                 camlParsexp__parse_3296 [238]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[239]    0.0    0.00    0.00                 camlParsexp__pos_of_lexbuf_3253 [239]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[240]    0.0    0.00    0.00                 camlParsexp__position_2484 [240]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[241]    0.0    0.00    0.00                 camlParsexp__position_3203 [241]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[242]    0.0    0.00    0.00                 camlParsexp__report_1361 [242]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[243]    0.0    0.00    0.00                 camlSexplib__Std__entry [243]
                0.00    0.00       3/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/5           core_array_unsafe_int_blit [716]
-----------------------------------------------
                                                 <spontaneous>
[244]    0.0    0.00    0.00                 camlStdio__In_channel__fold_lines_2866 [244]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[245]    0.0    0.00    0.00                 camlStdio__In_channel__input_binary_int_1711 [245]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[246]    0.0    0.00    0.00                 camlStdio__In_channel__input_char_1707 [246]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[247]    0.0    0.00    0.00                 camlStdio__In_channel__loop_2871 [247]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[248]    0.0    0.00    0.00                 camlStdio__In_channel__really_input_1692 [248]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[249]    0.0    0.00    0.00                 camlStdio__In_channel__unsafe_input_value_1715 [249]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[250]    0.0    0.00    0.00                 camlStdio__In_channel__with_file_1661 [250]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[251]    0.0    0.00    0.00                 camlStdio__Out_channel__create_1685 [251]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[252]    0.0    0.00    0.00                 camlStdio__Out_channel__output_lines_1753 [252]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[253]    0.0    0.00    0.00                 camlStdio__Out_channel__sexp_of_t_1654 [253]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[254]    0.0    0.00    0.00                 camlStdio__Out_channel__write_all_1973 [254]
                0.00    0.00       3/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       6/6           camlUnifyTypes__unifyTypesOfInferredVars_1319 <cycle 2> [45]
[255]    0.0    0.00    0.00       6         camlParser___menhir_run45_1143 [255]
                0.00    0.00       2/401         camlCore__Core_filename__split_3738 [37]
-----------------------------------------------
                                                 <spontaneous>
[256]    0.0    0.00    0.00                 caml_curry18 [256]
                0.00    0.00       1/1           camlGenFunctionTable__genFunctionTableH_404234 [334]
                0.00    0.00       1/2           camlUnify__fun_606021 [261]
                0.00    0.00       1/11          camlGenCode__codeBodyVal_204981 [257]
                0.00    0.00       1/225         camlUnify__unifyH_303071 [117]
                0.00    0.00       1/77          camlGenCode__codeArgs_204937 [329]
-----------------------------------------------
                0.00    0.00       1/11          caml_curry18 [256]
                0.00    0.00      10/11          camlGenCode__codeFirstClause_705061 [323]
[257]    0.0    0.00    0.00      11         camlGenCode__codeBodyVal_204981 [257]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
                0.00    0.00      10/101         camlGenCode__codeArith_204967 [592]
                0.00    0.00      10/31          camlGenCode__loadArgs_204959 [684]
-----------------------------------------------
                0.00    0.00       4/60          camlGenCode__codeArgTerm_202649 [596]
                0.00    0.00      15/60          camlGenCode__codeArith_204967 [592]
                0.00    0.00      18/60          camlGenCode__codeNotFirstClauses_705050 [588]
                0.00    0.00      23/60          camlGenCode__codeQuery_705082 [587]
[258]    0.0    0.00    0.00      60         camlDt__sexp_of_functionId_605084 [258]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       2/2           camlStdlib__scanf__check_case_insensitive_string_2161 [113]
[259]    0.0    0.00    0.00       2         camlStdlib__scanf__scan_unsigned_int_2124 [259]
                0.00    0.00       1/4           camlStdlib__scanf__integer_conversion_of_char_2047 [181]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       1/2           camlTyperep_lib__Std_internal__typename_of_t_103771 [217]
                0.00    0.00       1/2           camlStdlib__fun_302209 [555]
[260]    0.0    0.00    0.00       2         camlStdlib__weak__loop_1458 [260]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                  38             camlUnify__fun_606021 [261]
                0.00    0.00       1/2           caml_curry18 [256]
                0.00    0.00       1/2           camlUnify__fun_606199 <cycle 3> [55]
[261]    0.0    0.00    0.00       2+38      camlUnify__fun_606021 [261]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
                0.00    0.00      30/127         camlStdlib__list__fun_102288 [658]
                                  38             camlUnify__fun_606021 [261]
-----------------------------------------------
                0.00    0.00       1/2           caml_cosh_float [570]
                0.00    0.00       1/2           caml_acos_float [316]
[262]    0.0    0.00    0.00       2         caml_frexp_float [262]
                0.00    0.00       1/4879485     caml_input_val_from_bytes <cycle 1> [645]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[263]    0.0    0.00    0.00                 camlBase__Backtrace__maybe_set_recording_2772 [263]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[264]    0.0    0.00    0.00                 camlBase__Int63_emul__of_string_3508 [264]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/4879485     caml_ba_uint8_get64 <cycle 1> [702]
-----------------------------------------------
                                                 <spontaneous>
[265]    0.0    0.00    0.00                 camlBase__String__fun_806881 [265]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[266]    0.0    0.00    0.00                 camlCamlinternalFormat__bprint_string_literal_1377 [266]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/344613      camlWriteInstrToFile__fun_3314 [601]
-----------------------------------------------
                                                 <spontaneous>
[267]    0.0    0.00    0.00                 camlCore__Core_filename__try_name_103820 [267]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[268]    0.0    0.00    0.00                 camlCore__entry [268]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[269]    0.0    0.00    0.00                 camlCore_kernel__Fheap__check_sum_105096 [269]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[270]    0.0    0.00    0.00                 camlCore_kernel__Gc__fold_404750 [270]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       2/344613      camlWriteInstrToFile__fun_3314 [601]
-----------------------------------------------
                                                 <spontaneous>
[271]    0.0    0.00    0.00                 camlCore_kernel__Gc__map_poly_404649 [271]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[272]    0.0    0.00    0.00                 camlCore_kernel__Hashable__Make_plain_7205 [272]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[273]    0.0    0.00    0.00                 camlCore_kernel__Identifiable__check_160311 [273]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[274]    0.0    0.00    0.00                 camlCore_kernel__Info__entry [274]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[275]    0.0    0.00    0.00                 camlCore_kernel__Int63__entry [275]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/1842        caml_sys_random_seed [626]
-----------------------------------------------
                                                 <spontaneous>
[276]    0.0    0.00    0.00                 camlCore_kernel__Nativeint__entry [276]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
                0.00    0.00      11/344613      camlWriteInstrToFile__fun_3314 [601]
-----------------------------------------------
                                                 <spontaneous>
[277]    0.0    0.00    0.00                 camlCore_kernel__Nothing__entry [277]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[278]    0.0    0.00    0.00                 camlCore_kernel__Perms__Only_used_as_phantom_type0_805125 [278]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[279]    0.0    0.00    0.00                 camlCore_kernel__Sequence__exists_5481 [279]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[280]    0.0    0.00    0.00                 camlCore_kernel__Sequence__to_list_5464 [280]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[281]    0.0    0.00    0.00                 camlCore_kernel__Sexp__fun_39474 [281]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[282]    0.0    0.00    0.00                 camlCore_kernel__Sign__entry [282]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[283]    0.0    0.00    0.00                 camlCore_kernel__Stable_internal__entry [283]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[284]    0.0    0.00    0.00                 camlCore_kernel__Time__of_date_ofday_precise_52160 [284]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[285]    0.0    0.00    0.00                 camlCore_kernel__Time__of_localized_string_153927 [285]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[286]    0.0    0.00    0.00                 camlDt__pp_structure_402183 [286]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[287]    0.0    0.00    0.00                 camlExpect_test_collector__fun_903043 [287]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[288]    0.0    0.00    0.00                 camlExpect_test_collector__fun_903067 [288]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[289]    0.0    0.00    0.00                 camlExpect_test_collector__unset_1793 [289]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[290]    0.0    0.00    0.00                 camlGenCode__fun_707943 [290]
                0.00    0.00       2/4879485     caml_hash_variant <cycle 1> [661]
-----------------------------------------------
                                                 <spontaneous>
[291]    0.0    0.00    0.00                 camlGetDeclarations__fun_606907 [291]
                0.00    0.00       2/4879485     caml_hash_variant <cycle 1> [661]
-----------------------------------------------
                                                 <spontaneous>
[292]    0.0    0.00    0.00                 camlGetDeclarations__getTypeDefs_3568 [292]
                0.00    0.00       1/4879485     caml_hash_variant <cycle 1> [661]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[293]    0.0    0.00    0.00                 camlGetDeclarations__show_typdefright_3528 [293]
                0.00    0.00       2/4879485     hash_aux <cycle 1> [648]
                0.00    0.00       2/111         caml_hash_univ_param [660]
-----------------------------------------------
                                                 <spontaneous>
[294]    0.0    0.00    0.00                 camlLogs__fun_303102 [294]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[295]    0.0    0.00    0.00                 camlLogs__msg_302680 [295]
                0.00    0.00       1/4879485     caml_hash_variant <cycle 1> [661]
                0.00    0.00       1/4879485     hash_aux <cycle 1> [648]
                0.00    0.00       1/111         caml_hash_univ_param [660]
-----------------------------------------------
                                                 <spontaneous>
[296]    0.0    0.00    0.00                 camlMutex__fun_1022 [296]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[297]    0.0    0.00    0.00                 camlParser___menhir_run9_1137 [297]
                0.00    0.00       2/4879485     hash_aux <cycle 1> [648]
                0.00    0.00       2/111         caml_hash_univ_param [660]
-----------------------------------------------
                                                 <spontaneous>
[298]    0.0    0.00    0.00                 camlParsexp__create_3250 [298]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[299]    0.0    0.00    0.00                 camlParsexp__feed_bytes_1346 [299]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[300]    0.0    0.00    0.00                 camlParsexp__feed_string_1342 [300]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[301]    0.0    0.00    0.00                 camlParsexp__map_103647 [301]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[302]    0.0    0.00    0.00                 camlParsexp__parse_opt_3300 [302]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[303]    0.0    0.00    0.00                 camlParsexp__report_1660 [303]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[304]    0.0    0.00    0.00                 camlSexplib0__Sexp_conv__entry [304]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[305]    0.0    0.00    0.00                 camlStdio__In_channel__create_inner_4479 [305]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[306]    0.0    0.00    0.00                 camlStdio__In_channel__fun_4494 [306]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[307]    0.0    0.00    0.00                 camlStdio__In_channel__fun_4506 [307]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[308]    0.0    0.00    0.00                 camlStdio__In_channel__fun_4567 [308]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[309]    0.0    0.00    0.00                 camlStdio__In_channel__input_byte_1703 [309]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[310]    0.0    0.00    0.00                 camlStdio__In_channel__input_line_exn_2860 [310]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[311]    0.0    0.00    0.00                 camlStdio__In_channel__read_all_3057 [311]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[312]    0.0    0.00    0.00                 camlStdio__Out_channel__fun_4299 [312]
                0.00    0.00       2/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                                                 <spontaneous>
[313]    0.0    0.00    0.00                 camlStdlib__weak__add_1490 [313]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[314]    0.0    0.00    0.00                 camlTypeChecker__fun_1405962 [314]
                0.00    0.00       2/4879485     caml_hash_variant <cycle 1> [661]
-----------------------------------------------
                                                 <spontaneous>
[315]    0.0    0.00    0.00                 camlUnix__fun_603899 [315]
                0.00    0.00       1/4879485     hash_aux <cycle 1> [648]
                0.00    0.00       1/4879485     caml_hash_variant <cycle 1> [661]
                0.00    0.00       1/111         caml_hash_univ_param [660]
-----------------------------------------------
                                                 <spontaneous>
[316]    0.0    0.00    0.00                 caml_acos_float [316]
                0.00    0.00       1/2           caml_frexp_float [262]
                0.00    0.00       1/4879485     _fini <cycle 1> [16355]
                0.00    0.00       1/898         caml_putword [629]
-----------------------------------------------
                                                 <spontaneous>
[317]    0.0    0.00    0.00                 caml_array_concat [317]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     hash_aux <cycle 1> [648]
                0.00    0.00       1/1           caml_close_channel [810]
-----------------------------------------------
                                                 <spontaneous>
[318]    0.0    0.00    0.00                 caml_ba_set_3 [318]
                0.00    0.00       1/4879485     caml_hash <cycle 1> [635]
                0.00    0.00       1/4879485     caml_hash_mix_double <cycle 1> [604]
-----------------------------------------------
                                                 <spontaneous>
[319]    0.0    0.00    0.00                 caml_dlerror [319]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       1/4879485     caml_array_blit <cycle 1> [715]
-----------------------------------------------
                                                 <spontaneous>
[320]    0.0    0.00    0.00                 caml_serialize_block_2 [320]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[321]    0.0    0.00    0.00                 compare_channel [321]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[322]    0.0    0.00    0.00                 grow_extern_output [322]
                0.00    0.00       2/4879485     _fini <cycle 1> [16355]
-----------------------------------------------
                                                 <spontaneous>
[323]    0.0    0.00    0.00                 camlGenCode__codeFirstClause_705061 [323]
                0.00    0.00      10/11          camlGenCode__codeBodyVal_204981 [257]
                0.00    0.00      10/101         camlGenCode__codeArith_204967 [592]
                0.00    0.00      10/53217       camlWriteInstrToFile__writeInstructions_1042 [613]
                0.00    0.00      10/40          camlDt__pp_functionId_605095 [676]
                0.00    0.00      10/344613      camlWriteInstrToFile__fun_3314 [601]
                0.00    0.00       8/127         camlStdlib__list__fun_102288 [658]
-----------------------------------------------
                                                 <spontaneous>
[324]    0.0    0.00    0.00                 camlUnify__fun_606287 [324]
                0.00    0.00       1/4879485     camlDt__fun_2011616 <cycle 1> [600]
                0.00    0.00       1/62          camlLinearise__entry [87]
-----------------------------------------------
                0.00    0.00       1/1           camlUnifyTypes__unifyTypesOfInferredVars_1319 <cycle 2> [45]
[325]    0.0    0.00    0.00       1         camlParser___menhir_run1_1145 [325]
                0.00    0.00       1/401         camlCore__Core_filename__split_3738 [37]
-----------------------------------------------
                                                 <spontaneous>
[326]    0.0    0.00    0.00                 camlParser___menhir_run42_1151 [326]
                0.00    0.00       1/401         camlCore__Core_filename__split_3738 [37]
                0.00    0.00      14/14          camlParser___menhir_goto_typedef_body_1126 [701]
                0.00    0.00      14/344613      camlWriteInstrToFile__fun_3314 [601]
-----------------------------------------------
                                   3             camlGenCode__loadArg_204947 [327]
                0.00    0.00      18/18          camlGenCode__fun_707959 [328]
[327]    0.0    0.00    0.00      18+3       camlGenCode__loadArg_204947 [327]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
                0.00    0.00       3/101         camlGenCode__codeArith_204967 [592]
                0.00    0.00       3/31          camlGenCode__loadArgs_204959 [684]
                0.00    0.00       1/127         camlStdlib__list__fun_102288 [658]
                                   3             camlGenCode__loadArg_204947 [327]
-----------------------------------------------
                                                 <spontaneous>
[328]    0.0    0.00    0.00                 camlGenCode__fun_707959 [328]
                0.00    0.00      18/18          camlGenCode__loadArg_204947 [327]
                0.00    0.00      18/31          camlGenCode__loadArgs_204959 [684]
-----------------------------------------------
                0.00    0.00       1/77          caml_curry18 [256]
                0.00    0.00       8/77          camlBase__List__sub_1004236 [128]
                0.00    0.00       8/77          camlBase__List__fun_1007272 [138]
                0.00    0.00      12/77          camlBase__List__remove_1004214 [595]
                0.00    0.00      12/77          camlBase__List__add_1004220 [594]
                0.00    0.00      36/77          camlBase__List__fun_1007255 [591]
[329]    0.0    0.00    0.00      77         camlGenCode__codeArgs_204937 [329]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       3/68          camlLinearise__putPredCodesInArray_7112 [598]
                0.00    0.00       5/68          camlLinearise__putClauseCodesInArray_5742 [597]
                0.00    0.00      60/68          camlLinearise__fun_111409 [586]
[330]    0.0    0.00    0.00      68         camlGenFunctionTable__entry [330]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00      26/52          camlBase__List__sub_1004236 [128]
                0.00    0.00      26/52          camlBase__List__fun_1007272 [138]
[331]    0.0    0.00    0.00      52         camlGenCode__fun_707936 [331]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       2/2           caml_log1p_float [572]
[332]    0.0    0.00    0.00       2         caml_seek_out [332]
                0.00    0.00       1/4879485     caml_input_val_core <cycle 1> [642]
-----------------------------------------------
                0.00    0.00       1/1           caml_curry18_1 [103]
[333]    0.0    0.00    0.00       1         camlGenCode__fun_707922 [333]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       1/1           caml_curry18 [256]
[334]    0.0    0.00    0.00       1         camlGenFunctionTable__genFunctionTableH_404234 [334]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       1/1           camlUnifyTypes__unifyTypesOfInferredVars_1319 <cycle 2> [45]
[335]    0.0    0.00    0.00       1         camlGenFunctionTable__genFunctionTable_304229 [335]
                0.00    0.00       1/4879485     camlDt__fun_2011708 <cycle 1> [717]
                0.00    0.00       1/37          camlStdlib__seq__filter_301026 [678]
                0.00    0.00       1/11          camlGenFunctionTable__fun_505534 [703]
                0.00    0.00       1/11          camlGenFunctionTable__makeClauseAbstract_104225 [704]
                0.00    0.00       1/106         camlStdlib__char__uppercase_1017 [662]
                0.00    0.00       1/40          camlDt__pp_functionId_605095 [676]
-----------------------------------------------
                0.00    0.00       1/1           caml_curry18_1 [103]
[336]    0.0    0.00    0.00       1         camlInferVariableTypes__newTVar_1055 [336]
                0.00    0.00       1/4879485     intern_rec <cycle 1> [599]
-----------------------------------------------
                0.00    0.00       1/1           camlCore__Signal__entry [154]
[337]    0.0    0.00    0.00       1         camlStdlib__format__break_new_line_1825 [337]
                0.00    0.00       1/1           caml_ba_slice [339]
